sep=,
"Data","Doc.","Artigo [Documentos GC Lin]","Descrição [Artigos]","Observ. [Artigos]","Quant [Documentos GC Lin]","Valor [Documentos GC Lin]","Desconto [Documentos GC Lin]","Família [Artigos]","Nome [Clientes]","Vendedor [Documentos GC Lin]"
"01-09-2025","ORC",="111574","PORTA PINÇAS","ERSK40 AD/B ER 11 (1-7)-55","4","400",="0","EROGLU","CLIENTE 3000","AB"
"01-09-2025","ORC",="123338","CONE P/ PINÇAS","P.C SK40 AD/B EKS20 (6-20) -90","2","458",="0","EROGLU","CLIENTE 3000","AB"
"01-09-2025","ORC",="105790","CONE REDUÇÃO","SK40 AD/B MT4-95","5","217,5",="0","EROGLU","CLIENTE 3000","AB"
"01-09-2025","ORC",="136751","CONE P/ BUCHA","SK40 AD/B (0,5-8)-70","5","1030",="0","EROGLU","CLIENTE 3000","AB"
"01-09-2025","ORC",="112941","PINÇA","JOGO B ER 11 4008 E (1-7)","1","253,5",="0","EROGLU","CLIENTE 3000","AB"
"01-09-2025","ORC",="105720","PORTA PINÇAS","ERSK40 AD/B ER 16 (1-10)-100","4","236",="0","EROGLU","CLIENTE 3000","AB"
"01-09-2025","ORC",="105830","PORTA PINÇAS","ERSK40 AD/B ER 25 (2-16)-100","4","264",="0","EROGLU","CLIENTE 3000","AB"
"01-09-2025","ORC",="134178","CONE P/ PINÇAS","EKS SK40 AD/B EKS 32 (6-32)-100","2","481",="0","EROGLU","CLIENTE 3000","AB"
"01-09-2025","ORC",="107131","CONE REDUÇÃO","SK40 AD/B MT1-50","3","126",="0","EROGLU","CLIENTE 3000","AB"
"01-09-2025","ORC",="105665","CONE REDUÇÃO","SK40 AD/B MT2-50","5","210",="0","EROGLU","CLIENTE 3000","AB"
"01-09-2025","ORC",="107064","CONE P/ ROCAS","SK40 AD/B Ø27-55","4","234",="0","EROGLU","CLIENTE 3000","AB"
"01-09-2025","ORC",="106137","PINÇA","JOGO B ER 40 472 E (3-26)","1","528,5",="0","EROGLU","CLIENTE 3000","AB"
"01-09-2025","ORC",="138609","ESTOJO P/ PINÇAS","JOGO R32 / EKS 32 8 P/ REDUTORES","3","73,5",="0","EROGLU","CLIENTE 3000","AB"
"01-09-2025","ORC",="106021","PORTA PINÇAS","ERSK40 AD/B ER 32 (2-20)-70","4","220",="0","EROGLU","CLIENTE 3000","AB"
"01-09-2025","ORC",="106011","PINÇA","JOGO B ER 16 426 10PCS 1-10","1","212",="0","EROGLU","CLIENTE 3000","AB"
"01-09-2025","ORC",="119162","PORTA PINÇAS","ERSK40 AD/B ER 20 (2-13)-100","1","70,5",="0","EROGLU","CLIENTE 3000","AB"
"01-09-2025","ORC",="107118","PORTA PINÇAS","ERSK40 AD/B ER 25 (2-16)-60","4","204",="0","EROGLU","CLIENTE 3000","AB"
"01-09-2025","ORC",="105587","PORTA PINÇAS","ERSK40 AD/B ER 40 (3-26)-80","4","236",="0","EROGLU","CLIENTE 3000","AB"
"01-09-2025","ORC",="105666","CONE REDUÇÃO","SK40 AD/B MT3-70","5","210",="0","EROGLU","CLIENTE 3000","AB"
"01-09-2025","ORC",="136752","CONE P/ BUCHA","SK40 AD/B (3,0-16)-95","5","1130",="0","EROGLU","CLIENTE 3000","AB"
"01-09-2025","ORC",="118134","ESTOJO P/ PINÇAS","R20 / EKS 20 (6-20) 9","3","73,5",="0","EROGLU","CLIENTE 3000","AB"
"01-09-2025","ORC",="107270","PORTA PINÇAS","ERSK40 AD/B ER 32 (2-20)-160","4","410",="0","EROGLU","CLIENTE 3000","AB"
"01-09-2025","ORC",="133058","PORTA PINÇAS","ERSK40 AD/B ER 11 (1-7)-100","4","492",="0","EROGLU","CLIENTE 3000","AB"
"01-09-2025","ORC",="137738","CONE P/ PINÇAS","EKS SK40 AD/B EKS 20 (6-20)-160","2","574",="0","EROGLU","CLIENTE 3000","AB"
"01-09-2025","ORC",="107460","CONE P/ ROCAS","SK40 AD/B Ø27-160","2","246",="0","EROGLU","CLIENTE 3000","AB"
"01-09-2025","ORC",="111091","CONE P/ BUCHA","SK40 AD/B (1,0-13)-90","5","1080",="0","EROGLU","CLIENTE 3000","AB"
"01-09-2025","ORC",="105994","PORTA PINÇAS","ERSK40 AD/B ER 40 (3-26)-160","4","420",="0","EROGLU","CLIENTE 3000","AB"
"01-09-2025","ORC",="107065","CONE P/ ROCAS","SK40 AD/B Ø32-60","2","128",="0","EROGLU","CLIENTE 3000","AB"
"01-09-2025","ORC",="107066","CONE P/ ROCAS","SK40 AD/B Ø40-60","2","146",="0","EROGLU","CLIENTE 3000","AB"
"01-09-2025","ORC",="106364","PINÇA","JOGO B ER 25 430 E (2-16)","1","310,5",="0","EROGLU","CLIENTE 3000","AB"
"01-09-2025","ORC",="106728","PINÇA","JOGO B ER 32 470 E (2-20)","1","339,5",="0","EROGLU","CLIENTE 3000","AB"
"01-09-2025","ORC",="113175","PINÇA","JOGO B ER 20 428 12PCS 2-13","1","228",="0","EROGLU","CLIENTE 3000","AB"
"01-09-2025","ORC",="116665","DRAWBAR APERTO AUTOMATICO DE CONES","CEPD 150FT-LB NT40 24V 52150051C","1","731",="0","BEMATO","CLIENTE 3000","AB"
"01-09-2025","ORC",="139969","PORTA PINÇAS","SK40 AD/B ER 25 (2-16)-200","4","580",="0","EROGLU","CLIENTE 3000","AB"
"01-09-2025","ORC",="137742","CONE P/ PINÇAS","EKS SK40 AD/B EKS 32 (6-32)-160","2","609",="0","EROGLU","CLIENTE 3000","AB"
"01-09-2025","ORC",="112666","CONE P/ ROCAS","SK40 AD/B Ø16-55","1","57",="0","EROGLU","CLIENTE 3000","AB"
"01-09-2025","ORC",="107459","CONE P/ ROCAS","SK40 AD/B Ø22-160","2","236",="0","EROGLU","CLIENTE 3000","AB"
"01-09-2025","ORC",="139967","PORTA PINÇAS","SK40 AD/B ER 20 (2-13)-70","1","59,5",="0","EROGLU","CLIENTE 3000","AB"
"01-09-2025","ORC",="139965","PORTA PINÇAS","SK40 AD/B ER 11 (1-7)-130","4","536",="0","EROGLU","CLIENTE 3000","AB"
"01-09-2025","ORC",="133059","PORTA PINÇAS","ERSK40 AD/B ER 11 (1-7)-160","4","562",="0","EROGLU","CLIENTE 3000","AB"
"01-09-2025","ORC",="107063","CONE P/ ROCAS","SK40 AD/B Ø22-55","4","238",="0","EROGLU","CLIENTE 3000","AB"
"01-09-2025","ORC","","","","0","0",="0","","CLIENTE 3000","AB"
"01-09-2025","ORC","","","","0","0",="0","","CLIENTE 3000","AB"
"01-09-2025","ORC","","","","0","0",="0","","CLIENTE 3000","AB"
"01-09-2025","ORC","","","","0","0",="0","","CLIENTE 3000","AB"
"01-09-2025","ORC","P","Portes","Portes","1","4,5",="0","","RUI MANUEL CONCEIÇÃO. LDA.","FL"
"01-09-2025","ORC",="121731","PAQUÍMETRO ANALÓGICO INOX DIN862","120 012 12 0-300mm 0,02","1","69",="0","ACCUD","RUI MANUEL CONCEIÇÃO. LDA.","FL"
"02-09-2025","ORC","P","Portes","Portes","1","4,5",="0","","RUI MANUEL CONCEIÇÃO. LDA.","FL"
"02-09-2025","ORC",="118088","PAQUÍMETRO DIGITAL DIN862","111 012 13 0-300mm 0,01","1","83,1",="0","ACCUD","RUI MANUEL CONCEIÇÃO. LDA.","FL"
"02-09-2025","ORC",="119679","FRESA","ST90 AP10 D20 C20 L200 Z03","1","0",="0","SMOXH","EDAETECH ENGENHARIA TECNOLOGIA, SA.","DB"
"02-09-2025","ORC","","","","0","0",="0","","EDAETECH ENGENHARIA TECNOLOGIA, SA.","DB"
"02-09-2025","ORC",="131491","PLAQUETE","APKT 100308PDER MG CM6233","30","165",="0","NATSU","EDAETECH ENGENHARIA TECNOLOGIA, SA.","DB"
"02-09-2025","ORC",="119670","FRESA","ST90 AP10 D16 C16 L200 Z02","1","0",="0","SMOXH","EDAETECH ENGENHARIA TECNOLOGIA, SA.","DB"
"02-09-2025","ORC",="117863","PLAQUETE P/ALUMINIO","APKT 100304PDFRA04","30","225",="0","NATSU","EDAETECH ENGENHARIA TECNOLOGIA, SA.","DB"
"02-09-2025","ORC","G","KIT PROMOCIONAL","","1","0",="0","","EDAETECH ENGENHARIA TECNOLOGIA, SA.","DB"
"02-09-2025","ORC","G","KIT PROMOCIONAL","","1","0",="0","","EDAETECH ENGENHARIA TECNOLOGIA, SA.","DB"
"02-09-2025","ORC",="100528","BROCA CENTRAR PONTO","0 HSS 4,00x10,00mm","1","8,3",="0","OSBORN","CLIENTE 3000","AB"
"02-09-2025","ORC",="100526","BROCA CENTRAR PONTO","0 HSS 2,50x6,30mm","1","6,6",="0","OSBORN","CLIENTE 3000","AB"
"02-09-2025","ORC",="100529","BROCA CENTRAR PONTO","0 HSS 5,00x12,50mm","1","11,2",="0","OSBORN","CLIENTE 3000","AB"
"02-09-2025","ORC",="100527","BROCA CENTRAR PONTO","0 HSS 3,15x8,00mm","1","6,3",="0","OSBORN","CLIENTE 3000","AB"
"02-09-2025","ORC",="130234","MACHO HSS DIN371 ISO2X","M 2,00x0.40 SP (PO-VA)","0","0",="45","YAMAWA","DIVMAC PROJECTOS AUTOM. PERIF. IND., SA.","VT"
"02-09-2025","ORC",="130239","MACHO HSS DIN371 ISO2X","M 6,00x1.00 SP (PO-VA)","0","0",="45","YAMAWA","DIVMAC PROJECTOS AUTOM. PERIF. IND., SA.","VT"
"02-09-2025","ORC",="120292","BROCA MD 5xD RI","355HPU 6,8 mm","0","0",="25","OSAWA","FRAVIZEL EQUIPAMENTOS METALOMECÂNICOS, SA","FL"
"02-09-2025","ORC",="120207","BROCA MD 5xD RI","355HPU 7 mm","0","0",="25","OSAWA","FRAVIZEL EQUIPAMENTOS METALOMECÂNICOS, SA","FL"
"02-09-2025","ORC",="120209","BROCA MD 5xD RI","355HPU 8,5 mm","0","0",="25","OSAWA","FRAVIZEL EQUIPAMENTOS METALOMECÂNICOS, SA","FL"
"02-09-2025","ORC",="122009","FRESA","4CH2000DD038A KC633M","0","0",="25","KENNA","FRAVIZEL EQUIPAMENTOS METALOMECÂNICOS, SA","FL"
"02-09-2025","ORC",="122007","FRESA","4CH1600DD032A KC633M","0","0",="25","KENNA","FRAVIZEL EQUIPAMENTOS METALOMECÂNICOS, SA","FL"
"02-09-2025","ORC",="122008","FRESA","4CH1800DD032A KC633M","0","0",="25","KENNA","FRAVIZEL EQUIPAMENTOS METALOMECÂNICOS, SA","FL"
"02-09-2025","ORC",="120208","BROCA MD 5xD RI","355HPU 8 mm","0","0",="25","OSAWA","FRAVIZEL EQUIPAMENTOS METALOMECÂNICOS, SA","FL"
"02-09-2025","ORC",="120204","BROCA MD 5xD RI","355HPU 5 mm","0","0",="25","OSAWA","FRAVIZEL EQUIPAMENTOS METALOMECÂNICOS, SA","FL"
"02-09-2025","ORC",="143156","BROCA MD 5xD RI","355HPU 6 mm","0","0",="25","OSAWA","FRAVIZEL EQUIPAMENTOS METALOMECÂNICOS, SA","FL"
"02-09-2025","ORC",="143174","BROCA MD 5xD RI","355HPU 9 mm","0","0",="25","OSAWA","FRAVIZEL EQUIPAMENTOS METALOMECÂNICOS, SA","FL"
"02-09-2025","ORC","SC","Art 0235 KENNON","","1","18,8",="20","","GANSIL ACESSÓRIOS INDUSTRIAIS, LDA.","AB"
"02-09-2025","ORC","P","Portes","Portes","1","4,5",="0","","GANSIL ACESSÓRIOS INDUSTRIAIS, LDA.","AB"
"02-09-2025","ORC",="102226","FRESA TUNGS ROTATIVA","SB 43ML3-75mm P6  27378","0","0",="15","SGS","ALUPORT MATRIZES DE PORTUGAL, LDA.","HR"
"02-09-2025","ORC",="102223","FRESA TUNGS ROTATIVA","SB 42ML3-75mm P6  27328","0","0",="15","SGS","ALUPORT MATRIZES DE PORTUGAL, LDA.","HR"
"02-09-2025","ORC",="112507","CONE P/ FRESAS","SK40 AD/B M8-119","1","142,8",="0","EROGLU","AUTOMOLDES INDÚSTRIA MOLDES, LDA.","OC"
"02-09-2025","ORC",="112540","CONE AQUECIMENTO","SK40 AD/B Ø4-120","1","167,3",="0","EROGLU","AUTOMOLDES INDÚSTRIA MOLDES, LDA.","OC"
"02-09-2025","ORC",="108776","CONE P/ FRESAS","DINSK40 AD/B M16-119","1","146,7",="0","EROGLU","AUTOMOLDES INDÚSTRIA MOLDES, LDA.","OC"
"02-09-2025","ORC",="111092","CONE P/ FRESAS","DINSK40 AD/B M12-119","1","146,7",="0","EROGLU","AUTOMOLDES INDÚSTRIA MOLDES, LDA.","OC"
"02-09-2025","ORC",="121501","CONE P/ FRESAS","SK40 AD/B M8-69","1","115,6",="0","EROGLU","AUTOMOLDES INDÚSTRIA MOLDES, LDA.","OC"
"02-09-2025","ORC",="121435","CONE AQUECIMENTO","SK40 AD/B Ø4-80","1","147,3",="0","EROGLU","AUTOMOLDES INDÚSTRIA MOLDES, LDA.","OC"
"02-09-2025","ORC",="108540","CONE P/ FRESAS","SK40 AD/B M10-69","1","110",="0","EROGLU","AUTOMOLDES INDÚSTRIA MOLDES, LDA.","OC"
"02-09-2025","ORC",="109314","CONE P/ FRESAS","SK40 AD/B M16-44","1","103,4",="0","EROGLU","AUTOMOLDES INDÚSTRIA MOLDES, LDA.","OC"
"02-09-2025","ORC",="111213","CONE P/ FRESAS","SK40 AD/B M12-69","1","110",="0","EROGLU","AUTOMOLDES INDÚSTRIA MOLDES, LDA.","OC"
"02-09-2025","ORC",="118203","CONE P/ FRESAS","SK40 AD/B M12-119 SLIM","1","167,8",="0","EROGLU","AUTOMOLDES INDÚSTRIA MOLDES, LDA.","OC"
"02-09-2025","ORC",="133192","SUPORTE TORNO EXT","SCLCR 2020 K12","1","94,35",="15","SMOXH","CLIENTE 3000","AB"
"02-09-2025","ORC","","","","0","0",="0","","NUNO & CASTRO, LDA,","DA"
"02-09-2025","ORC","","","","1","729",="0","","NUNO & CASTRO, LDA,","DA"
"02-09-2025","ORC","","","","0","0",="0","","NUNO & CASTRO, LDA,","DA"
"02-09-2025","ORC","","","","0","0",="0","","NUNO & CASTRO, LDA,","DA"
"02-09-2025","ORC","","","","1","291",="0","","NUNO & CASTRO, LDA,","DA"
"02-09-2025","ORC","","","","0","0",="0","","NUNO & CASTRO, LDA,","DA"
"02-09-2025","ORC","","","","1","378",="0","","NUNO & CASTRO, LDA,","DA"
"02-09-2025","ORC","","","","0","0",="0","","NUNO & CASTRO, LDA,","DA"
"02-09-2025","ORC","","","","0","0",="0","","NUNO & CASTRO, LDA,","DA"
"02-09-2025","ORC","","","","0","0",="0","","NUNO & CASTRO, LDA,","DA"
"02-09-2025","ORC",="132607","PLAQUETE","TCMT16T304LF KCU10B","0","0",="35","KENNA","ARMANDO & LÚCIA, LDA.","HR"
"02-09-2025","ORC",="132608","PLAQUETE","TCMT16T308LF KCU10B","0","0",="35","KENNA","ARMANDO & LÚCIA, LDA.","HR"
"02-09-2025","ORC","SC2","PLAQUETE","PLAQUETE","10","94,25",="35","","ARMANDO & LÚCIA, LDA.","HR"
"02-09-2025","ORC","P","Portes","Portes","1","4,5",="0","","IPTE IBÉRIA AUTOMAÇÃO INDUSTRIAL, LDA","OC"
"02-09-2025","ORC",="117885","PONTEIRA P/AZERADOR","107323 CURTA","0","0",="5","HAFSCH","IPTE IBÉRIA AUTOMAÇÃO INDUSTRIAL, LDA","OC"
"02-09-2025","ORC","","","","0","0",="0","","FORMAPLÁS TRANSFORMADORA PLÁSTICOS, LDA.","OC"
"02-09-2025","ORC",="111482","FRESA TUNGS 2N ENC LONGO RAIO","460 LH2LRA040-05 ALTIN 4,00mm R0.5","0","0",="10","LH","FORMAPLÁS TRANSFORMADORA PLÁSTICOS, LDA.","OC"
"02-09-2025","ORC",="111553","FRESA TUNGS 2N CURTA RAIO","460 LH2MR100-05 ALTIN 10,00mm R0.5","0","0",="10","LH","FORMAPLÁS TRANSFORMADORA PLÁSTICOS, LDA.","OC"
"02-09-2025","ORC",="111563","FRESA TUNGS 2N ENC LONGO RAIO","460 LH2LRA080-05 ALTIN 8,00mm R0.5","0","0",="10","LH","FORMAPLÁS TRANSFORMADORA PLÁSTICOS, LDA.","OC"
"02-09-2025","ORC",="111746","FRESA TUNGS 2N PESC. LONGO RAIO","460 LH2MR015-02-12 ALTIN 1,50mm R0.","0","0",="10","LH","FORMAPLÁS TRANSFORMADORA PLÁSTICOS, LDA.","OC"
"02-09-2025","ORC",="111630","FRESA TUNGS 2N PESC. LONGO RAIO","460 LH2MR020-02-16 ALTIN 2,00mm R0.","0","0",="10","LH","FORMAPLÁS TRANSFORMADORA PLÁSTICOS, LDA.","OC"
"02-09-2025","ORC",="111340","FRESA TUNGS 2N ENC LONGO RAIO","460 LH2LRA060-05 ALTIN 6,00mm R0.5","0","0",="10","LH","FORMAPLÁS TRANSFORMADORA PLÁSTICOS, LDA.","OC"
"02-09-2025","ORC",="111743","FRESA TUNGS 2N PESC. LONGO RAIO","460 LH2MR010-02-10 ALTIN 1,00mm R0.","0","0",="10","LH","FORMAPLÁS TRANSFORMADORA PLÁSTICOS, LDA.","OC"
"02-09-2025","ORC",="111796","FRESA TUNGS 2N CURTA RAIO -- L=75","460 LH2MR030-05-20 ALTIN 3,00mm R0.","0","0",="10","LH","FORMAPLÁS TRANSFORMADORA PLÁSTICOS, LDA.","OC"
"02-09-2025","ORC","","","","0","0",="0","","SÁ & JACINTO, LDA.","OC"
"02-09-2025","ORC","","","","0","0",="0","","SÁ & JACINTO, LDA.","OC"
"02-09-2025","ORC","","","","0","0",="0","","SÁ & JACINTO, LDA.","OC"
"02-09-2025","ORC",="119836","PAQUÍMETRO DIGITAL INOX IP67 DIN862","Nr 1326 416 150mm/0,01 IP67","1","145",="0","HELIOS","SÁ & JACINTO, LDA.","OC"
"02-09-2025","ORC",="114632","BUCHA TORNO AÇO T850 DIN3651 CO/EX","ES400 200x4  111793","1","1680",="0","ROHM","INACEINOX INDÚSTRIA EQUIPAMENTOS INOXIDÁVEIS, SA.","OC"
"02-09-2025","ORC",="131523","CINTA SERRA","4570 34x1,1 1.4/2D EPIC GP","4","198",="0","SIMOND","CUNCORTAVE FABRICO CUNHOS CORTANTES,LDA.","OC"
"02-09-2025","ORC",="131523","CINTA SERRA","4570 34x1,1 1.4/2D EPIC GP","1","0",="0","SIMOND","CUNCORTAVE FABRICO CUNHOS CORTANTES,LDA.","OC"
"02-09-2025","ORC",="131523","CINTA SERRA","4570 34x1,1 1.4/2D EPIC GP","3","1080,3",="0","SIMOND","CUNCORTAVE FABRICO CUNHOS CORTANTES,LDA.","OC"
"02-09-2025","ORC","G","KIT PROMOCIONAL","","1","0",="0","","CUNCORTAVE FABRICO CUNHOS CORTANTES,LDA.","OC"
"02-09-2025","ORC","","","","0","0",="0","","CUNCORTAVE FABRICO CUNHOS CORTANTES,LDA.","OC"
"02-09-2025","ORC","","","","0","0",="0","","CUNCORTAVE FABRICO CUNHOS CORTANTES,LDA.","OC"
"02-09-2025","ORC",="145299","FRESA MD 4N RAIO","UH410 2 mm R0,30","10","315,9",="10","OSAWA","ELIAS BARROS UNIPESSOAL LDA","OC"
"02-09-2025","ORC",="106419","FRESA ESCAREAR HSS REVEST. 90º.","S 001 Jogo c/6Peças","0","0",="10","FERVI","VALDEMAR METALOMECÂNICA SERVIÇOS, LDA.","FL"
"02-09-2025","ORC",="132913","BUCHA P/TORNO","M 075A 250x3","1","241,02",="10","FERVI","VALDEMAR METALOMECÂNICA SERVIÇOS, LDA.","FL"
"02-09-2025","ORC",="109961","CABEÇA (SPINDLE)","AT16 M3-M16","0","0",="0","TRDMX","TRICAD - SOLUÇÕES DE ENGENHARIA UNIPESSOAL LDA","OC"
"02-09-2025","ORC",="109961","CABEÇA (SPINDLE)","AT16 M3-M16","1","1453",="0","TRDMX","TRICAD - SOLUÇÕES DE ENGENHARIA UNIPESSOAL LDA","OC"
"02-09-2025","ORC",="121613","FRESA","160C07RS45SE14EG","1","285,35",="35","KENNA","METALONGO METALÚRGICA DE VALONGO, LDA","VT"
"02-09-2025","ORC",="125196","PLAQUETE","SEPT1404AESNGB2 KCPK30","10","126,1",="35","KENNA","METALONGO METALÚRGICA DE VALONGO, LDA","VT"
"03-09-2025","ORC",="109562","PORTA PINÇAS","BT40 AD ER 16 (1-10)-100","0","0",="23","EROGLU","MARTINS ANASTACIO, LDA.","AB"
"03-09-2025","ORC",="130130","MACHO HSS DIN374 ISO2","M 28,00x1.50 SP (PO)","0","0",="45","YAMAWA","NEWTOF - MAQUINAÇÕES TECNICAS LDA","HR"
"03-09-2025","ORC",="113132","MANDRIL MÁQ ENC/0 HSSE","12100 5,50mm B212","1","30,3",="0","NUI","ARCOMOLDES FABRICO DE MOLDES, LDA.","OC"
"03-09-2025","ORC","G","KIT PROMOCIONAL","","0","0",="0","","GUIMALVES - INDUSTRIA DE METAIS LDA","OC"
"03-09-2025","ORC",="118682","SUPORTE","A20QEVEMR0207M","0","0",="0","KENNA","GUIMALVES - INDUSTRIA DE METAIS LDA","OC"
"03-09-2025","ORC",="119833","PLAQUETE","EC020M02N00CF02 KCU25","0","0",="25","KENNA","GUIMALVES - INDUSTRIA DE METAIS LDA","OC"
"03-09-2025","ORC","P","Portes","Portes","1","4,5",="0","","PROTAGMA ENGENHARIA LDA","OC"
"03-09-2025","ORC",="107671","MÓ ESMERIL","150x20x32 49C-120-K9-V09","1","27,5",="0","GENERI","PROTAGMA ENGENHARIA LDA","OC"
"03-09-2025","ORC",="129228","MACHO HSS DIN371 ISO2(6H)","M 6,00x1.00 Helic  (SP-VA)","0","0",="45","YAMAWA","IMAIST - INOVAÇÃO E TECNOLOGIA, LDA","OC"
"03-09-2025","ORC",="129232","MACHO HSS DIN371 ISO2(6H)","M 10,00x1.50 Helic  (SP-VA)","0","0",="45","YAMAWA","IMAIST - INOVAÇÃO E TECNOLOGIA, LDA","OC"
"03-09-2025","ORC",="129230","MACHO HSS DIN371 ISO2(6H)","M 8,00x1.25 Helic  (SP-VA)","0","0",="45","YAMAWA","IMAIST - INOVAÇÃO E TECNOLOGIA, LDA","OC"
"03-09-2025","ORC",="123399","PLAQUETE","DNMG150608MV KCP25C","0","0",="35","KENNA","ALUPORT MATRIZES DE PORTUGAL, LDA.","HR"
"03-09-2025","ORC","G","KIT PROMOCIONAL","","1","0",="0","","IMAIST - INOVAÇÃO E TECNOLOGIA, LDA","OC"
"03-09-2025","ORC",="130967","CINTA SERRA","3035 27x0,9 4/6D SICLONE XP","4","137,6",="0","SIMOND","IMAIST - INOVAÇÃO E TECNOLOGIA, LDA","OC"
"03-09-2025","ORC",="130967","CINTA SERRA","3035 27x0,9 4/6D SICLONE XP","1","0",="0","SIMOND","IMAIST - INOVAÇÃO E TECNOLOGIA, LDA","OC"
"03-09-2025","ORC",="100240","BROCA CILINDRICA DIN338N","0 HSS 4,00mm","0","0",="0","OSBORN","TORMEL TORNEARIA MECÂNICA, LDA.","HR"
"03-09-2025","ORC",="100283","BROCA CILINDRICA DIN338N","0 HSS 7,10mm","0","0",="0","OSBORN","TORMEL TORNEARIA MECÂNICA, LDA.","HR"
"03-09-2025","ORC",="100263","BROCA CILINDRICA DIN338N","0 HSS 5,40mm","0","0",="0","OSBORN","TORMEL TORNEARIA MECÂNICA, LDA.","HR"
"03-09-2025","ORC","SC","Art 0235 KENNON","","5","31",="0","","TORMEL TORNEARIA MECÂNICA, LDA.","HR"
"03-09-2025","ORC",="122351","BROCA","KSEM140R5WN16M","1","258,4",="20","KENNA","EMESINGULAR, LDA","DB"
"03-09-2025","ORC",="119994","BROCA","KSEM300R3WN32M","1","603,2",="20","KENNA","EMESINGULAR, LDA","DB"
"03-09-2025","ORC","G","KIT PROMOCIONAL","","1","0",="0","","OLIVEIRA HENRIQUES & ALMEIDA FAB. MANUT. IND.,LDA.","OC"
"03-09-2025","ORC",="132928","CINTA SERRA","3010 27x0,9 5/8D EPIC GP","4","112,4",="0","SIMOND","OLIVEIRA HENRIQUES & ALMEIDA FAB. MANUT. IND.,LDA.","OC"
"03-09-2025","ORC",="132928","CINTA SERRA","3010 27x0,9 5/8D EPIC GP","1","0",="0","SIMOND","OLIVEIRA HENRIQUES & ALMEIDA FAB. MANUT. IND.,LDA.","OC"
"03-09-2025","ORC",="100194","BROCA CILINDRICA DIN338N","0 HSS 1,50mm","0","0",="0","OSBORN","MOURA, MOUTINHO & MORAIS, SA","VT"
"03-09-2025","ORC",="100204","BROCA CILINDRICA DIN338N","0 HSS 2,00mm","0","0",="0","OSBORN","MOURA, MOUTINHO & MORAIS, SA","VT"
"03-09-2025","ORC",="100199","BROCA CILINDRICA DIN338N","0 HSS 1,75mm","0","0",="0","OSBORN","MOURA, MOUTINHO & MORAIS, SA","VT"
"03-09-2025","ORC",="100273","BROCA CILINDRICA DIN338N","0 HSS 6,25mm 8207020625","0","0",="0","OSBORN","MOURA, MOUTINHO & MORAIS, SA","VT"
"03-09-2025","ORC","","","","0","0",="0","","MOURA, MOUTINHO & MORAIS, SA","VT"
"03-09-2025","ORC","","","","0","0",="0","","MOURA, MOUTINHO & MORAIS, SA","VT"
"03-09-2025","ORC","","","","0","0",="0","","MOURA, MOUTINHO & MORAIS, SA","VT"
"03-09-2025","ORC",="108301","BROCA HSS","138N 12,75 mm","0","0",="0","OSAWA","MOURA, MOUTINHO & MORAIS, SA","VT"
"03-09-2025","ORC",="100214","BROCA CILINDRICA DIN338N","0 HSS 2,50mm","0","0",="0","OSBORN","MOURA, MOUTINHO & MORAIS, SA","VT"
"03-09-2025","ORC","SC2","PLAQUETE","PLAQUETE","10","143,33",="35","","RODRIMAQ - EMILIO ROCHA & ROCHA - MAQUINAÇÃO CNC LDA","HR"
"03-09-2025","ORC",="108709","FRESA","7690VA16-A040R","1","417,19",="30","KENNA","RODRIMAQ - EMILIO ROCHA & ROCHA - MAQUINAÇÃO CNC LDA","HR"
"04-09-2025","ORC","SC","Art 0235 KENNON","","5","1234",="0","","CLIENTE 3000","AB"
"04-09-2025","ORC","P","Portes","Portes","0","0",="0","","LEINADI - TORNEAMENTOS, RECTIFICAÇÕES E MOLDES","FL"
"04-09-2025","ORC",="116008","PLAQUETE","EG0312M03U04GUP KCU25","0","0",="25","KENNA","LEINADI - TORNEAMENTOS, RECTIFICAÇÕES E MOLDES","FL"
"04-09-2025","ORC","G","KIT PROMOCIONAL","","1","0",="0","","GUSMAT - PRECISÃO INOVAÇÃO METALOMECANICA UNIP., LDA","OC"
"04-09-2025","ORC","G","KIT PROMOCIONAL","","1","0",="0","","GUSMAT - PRECISÃO INOVAÇÃO METALOMECANICA UNIP., LDA","OC"
"04-09-2025","ORC",="133933","CINTA SERRA","3035 27x0,9 5/7D SBX GP","4","132,4",="0","SIMOND","GUSMAT - PRECISÃO INOVAÇÃO METALOMECANICA UNIP., LDA","OC"
"04-09-2025","ORC",="133933","CINTA SERRA","3035 27x0,9 5/7D SBX GP","1","0",="0","SIMOND","GUSMAT - PRECISÃO INOVAÇÃO METALOMECANICA UNIP., LDA","OC"
"04-09-2025","ORC",="132789","CINTA SERRA","3660 27x0,9 4/6D EPIC GP","4","132,4",="0","SIMOND","GUSMAT - PRECISÃO INOVAÇÃO METALOMECANICA UNIP., LDA","OC"
"04-09-2025","ORC",="132789","CINTA SERRA","3660 27x0,9 4/6D EPIC GP","1","0",="0","SIMOND","GUSMAT - PRECISÃO INOVAÇÃO METALOMECANICA UNIP., LDA","OC"
"04-09-2025","ORC",="111912","FRESA TUNGS 4N EXTRA LONGA","460 LH4EMC080 ALTIN 8,00mm","2","103,8",="0","LH","VITROSTEEL INDÚSTRIA, LDA","VT"
"04-09-2025","ORC",="111466","FRESA TUNGS 4N NAV LONGA","460 LH4EMB100 ALTIN 10,00mm","2","88",="0","LH","VITROSTEEL INDÚSTRIA, LDA","VT"
